,last_name,first_name,birthday,gender,type,state,party
4982,Dibrell,George,1822-04-12,M,rep,TN,Democrat
4983,Dorsheimer,William,1832-02-05,M,rep,NY,Democrat
4984,Dowd,Clement,1832-08-27,M,rep,NC,Democrat
4985,Duncan,William,1836-02-02,M,rep,PA,Democrat
4986,Eaton,William,1816-10-11,M,rep,CT,Democrat
4987,Elliott,Mortimer,1839-09-24,M,rep,PA,Democrat
4988,Ellis,Ezekiel,1840-10-15,M,rep,LA,Democrat
4989,English,William,1850-11-03,M,rep,IN,Democrat
4990,Evins,John,1830-07-18,M,rep,SC,Democrat
4991,Ferrell,Thomas,1844-06-20,M,rep,NJ,Democrat
4992,Fiedler,William,1847-08-25,M,rep,NJ,Democrat
4994,Follett,John,1831-02-18,M,rep,OH,Democrat
4995,Garland,Augustus,1832-06-11,M,sen,AR,Democrat
4996,Garrison,George,1835-01-14,M,rep,VA,Democrat
4998,Glascock,John,1845-08-25,M,rep,CA,Democrat
4999,Graves,Alexander,1844-08-25,M,rep,MO,Democrat
5000,Hancock,John,1824-10-24,M,rep,TX,Democrat
5001,Hardeman,Thomas,1825-01-12,M,rep,GA,Democrat
5002,Hardy,John,1835-09-19,M,rep,NY,Democrat
5006,Herndon,Thomas,1828-07-01,M,rep,AL,Democrat
5007,Hewitt,Goldsmith,1834-02-14,M,rep,AL,Democrat
5008,Hoblitzell,Fetter,1838-10-07,M,rep,MD,Democrat
5011,Hopkins,James,1832-11-03,M,rep,PA,Democrat
5013,Houseman,Julius,1832-12-08,M,rep,MI,Democrat
5015,Hunt,Carleton,1836-01-01,M,rep,LA,Democrat
5016,Hurd,Frank,1840-12-25,M,rep,OH,Democrat
5017,Hutchins,Waldo,1822-09-30,M,rep,NY,Democrat
5019,Jones,Burr,1846-03-09,M,rep,WI,Democrat
5020,Jordan,Isaac,1835-05-05,M,rep,OH,Democrat
5024,Lamar,Lucius,1825-09-17,M,sen,MS,Democrat
5025,Lamb,John,1852-12-26,M,rep,IN,Democrat
5027,Lewis,Edward,1834-10-26,M,rep,LA,Democrat
5031,Maginnis,Martin,1841-10-27,M,rep,MT,Democrat
5032,Manning,Vannoy,1839-07-26,M,rep,MS,Democrat
5033,Manzanares,Francisco,1843-01-25,M,rep,NM,Democrat
5037,Moulton,Samuel,1821-01-20,M,rep,IL,Democrat
5038,Muldrow,Henry,1837-02-08,M,rep,MS,Democrat
5039,Murray,Robert,1841-11-28,M,rep,OH,Democrat
5040,Nicholls,John,1834-04-25,M,rep,GA,Democrat
5042,Oury,Granville,1825-03-12,M,rep,AZ,Democrat
5043,Paige,David,1844-04-08,M,rep,OH,Democrat
5045,Patton,John,1829-11-28,M,rep,PA,Democrat
5051,Post,George,1854-09-01,M,rep,PA,Democrat
5052,Post,Morton,1840-12-25,M,rep,WY,Democrat
5053,Potter,Orlando,1823-03-10,M,rep,NY,Democrat
5054,Pryor,Luke,1820-07-05,M,rep,AL,Democrat
5055,Pusey,William,1826-07-29,M,rep,IA,Democrat
5061,Robinson,William,1814-05-06,M,rep,NY,Democrat
5062,Rogers,William,1820-03-01,M,rep,NY,Democrat
5063,Rosecrans,William,1819-09-06,M,rep,CA,Democrat
5066,Saulsbury,Eli,1817-12-29,M,sen,DE,Democrat
5067,Scales,Alfred,1827-11-26,M,rep,NC,Democrat
5068,Shaw,Aaron,1811-12-19,M,rep,IL,Democrat
5069,Shelley,Charles,1833-12-28,M,rep,AL,Democrat
5072,Slocum,Henry,1827-09-24,M,rep,NY,Democrat
5075,Stevens,Robert,1824-03-27,M,rep,NY,Democrat
5076,Stockslager,Strother,1842-05-07,M,rep,IN,Democrat
5077,Sumner,Charles,1835-08-02,M,rep,CA,Democrat
5078,Sumner,Daniel,1837-09-15,M,rep,WI,Democrat
5080,Thompson,Philip,1845-10-15,M,rep,KY,Democrat
5081,Tully,Pleasant,1829-03-21,M,rep,CA,Democrat
5084,Van Alstyne,Thomas,1827-07-25,M,rep,NY,Democrat
5085,Vance,Robert,1828-04-24,M,rep,NC,Democrat
5086,Wallace,Jonathan,1824-10-31,M,rep,OH,Democrat
5087,Warner,Richard,1835-09-19,M,rep,TN,Democrat
5089,Wemple,Edward,1843-10-23,M,rep,NY,Democrat
5091,Williams,Thomas,1825-08-11,M,rep,AL,Democrat
5093,Winans,John,1831-09-27,M,rep,WI,Democrat
5095,Wood,Thomas,1844-09-30,M,rep,IN,Democrat
5096,Woodward,Gilbert,1835-12-25,M,rep,WI,Democrat
5097,Yaple,George,1851-02-20,M,rep,MI,Democrat
5099,Young,Hiram,1828-12-14,M,rep,TN,Democrat
5101,Adams,John,1848-09-16,M,rep,NY,Democrat
5102,Aiken,David,1828-03-17,M,rep,SC,Democrat
5103,Anderson,Charles,1845-01-05,M,rep,OH,Democrat
5104,Arnot,John,1831-03-11,M,rep,NY,Democrat
5105,Ballentine,John,1825-05-20,M,rep,TN,Democrat
5106,Barksdale,Ethelbert,1824-01-04,M,rep,MS,Democrat
5107,Beach,Lewis,1835-03-30,M,rep,NY,Democrat
5109,Bennett,Risden,1840-06-18,M,rep,NC,Democrat
5110,Boyle,Charles,1836-02-04,M,rep,PA,Democrat
5112,Bragg,Edward,1827-02-20,M,rep,WI,Democrat
5113,Brown,Joseph,1821-04-15,M,sen,GA,Democrat
5117,Cabell,George,1836-01-25,M,rep,VA,Democrat
5118,Caldwell,Andrew,1837-07-22,M,rep,TN,Democrat
5120,Carleton,Ezra,1838-09-06,M,rep,MI,Democrat
5122,Cobb,Thomas,1828-07-02,M,rep,IN,Democrat
5123,Cole,William,1837-01-11,M,rep,MD,Democrat
5124,Comstock,Charles,1818-03-05,M,rep,MI,Democrat
5125,Cox,William,1831-03-11,M,rep,NC,Democrat
5126,Croxton,Thomas,1822-03-08,M,rep,VA,Democrat
5127,Curtin,Andrew,1817-04-22,M,rep,PA,Democrat
5128,Dawson,William,1848-03-17,M,rep,MO,Democrat
5129,Dowdney,Abraham,1841-10-31,M,rep,NY,Democrat
5130,Eden,John,1826-02-01,M,rep,IL,Democrat
5131,Eldredge,Nathaniel,1813-03-28,M,rep,MI,Democrat
5132,Ellsberry,William,1833-12-18,M,rep,OH,Democrat
5135,Eustis,James,1834-08-27,M,sen,LA,Democrat
5139,Findlay,John,1839-12-21,M,rep,MD,Democrat
5141,Ford,George,1846-01-11,M,rep,IN,Democrat
5142,Frederick,Benjamin,1834-10-05,M,rep,IA,Democrat
5143,Geddes,George,1824-07-16,M,rep,OH,Democrat
5144,Gibson,Eustace,1842-10-04,M,rep,WV,Democrat
5146,Green,Robert,1831-03-25,M,rep,NJ,Democrat
5147,Green,Wharton,1831-02-28,M,rep,NC,Democrat
5149,Hailey,John,1835-08-29,M,rep,ID,Democrat
5150,Hale,John,1831-02-27,M,rep,MO,Democrat
5151,Hall,Benton,1835-01-13,M,rep,IA,Democrat
5152,Halsell,John,1826-09-11,M,rep,KY,Democrat
5153,Hammond,Nathaniel,1833-12-26,M,rep,GA,Democrat
5154,Hampton,Wade,1818-03-28,M,sen,SC,Democrat
5156,Harris,Henry,1828-02-02,M,rep,GA,Democrat
5158,Henley,Barclay,1843-03-17,M,rep,CA,Democrat
5159,Hewitt,Abram,1822-07-31,M,rep,NY,Democrat
5160,Hill,William,1833-10-01,M,rep,OH,Democrat
5162,Irion,Alfred,1833-02-18,M,rep,LA,Democrat
5165,Jones,James,1830-09-13,M,rep,TX,Democrat
5166,King,John,1842-04-20,M,rep,LA,Democrat
5167,Kleiner,John,1845-02-08,M,rep,IN,Democrat
5168,Le Fevre,Benjamin,1838-10-08,M,rep,OH,Democrat
5173,Lore,Charles,1831-03-16,M,rep,DE,Democrat
5175,Lovering,Henry,1841-04-08,M,rep,MA,Democrat
5176,Lowry,Robert,1824-04-02,M,rep,IN,Democrat
5178,Martin,John,1837-01-20,M,rep,AL,Democrat
5179,Maybury,William,1848-11-20,M,rep,MI,Democrat
5181,Miller,James,1830-08-01,M,rep,TX,Democrat
5182,Mitchell,Charles,1844-08-06,M,rep,CT,Democrat
5183,Morrison,William,1824-09-14,M,rep,IL,Democrat
5184,Murphy,Jeremiah,1835-02-19,M,rep,IA,Democrat
5185,Neece,William,1831-02-26,M,rep,IL,Democrat
5188,Payne,Henry,1810-11-30,M,sen,OH,Democrat
5193,Pulitzer,Joseph,1847-04-10,M,rep,NY,Democrat
5194,Rankin,Joseph,1833-09-25,M,rep,WI,Democrat
5196,Reese,Seaborn,1846-11-28,M,rep,GA,Democrat
5197,Reid,James,1849-06-11,M,rep,NC,Democrat
5199,Riggs,James,1839-04-17,M,rep,IL,Democrat
5200,Robertson,Thomas,1848-09-09,M,rep,KY,Democrat
5201,Sadler,Thomas,1831-04-17,M,rep,AL,Democrat
5203,Seymour,Edward,1832-08-30,M,rep,CT,Democrat
5204,Singleton,Otho,1814-10-14,M,rep,MS,Democrat
5206,Spriggs,John,1825-04-05,M,rep,NY,Democrat
5207,St. Martin,Louis,1820-05-17,M,rep,LA,Democrat
5209,Storm,John,1838-09-19,M,rep,PA,Democrat
5212,Swope,John,1827-12-25,M,rep,PA,Democrat
5214,Taylor,John,1838-05-18,M,rep,TN,Democrat
5216,Throckmorton,James,1825-02-01,M,rep,TX,Democrat
5217,Trigg,Connally,1847-09-18,M,rep,VA,Democrat
5218,Tucker,John,1823-12-24,M,rep,VA,Democrat
5219,Van Eaton,Henry,1826-09-14,M,rep,MS,Democrat
5220,Viele,Egbert,1825-06-17,M,rep,NY,Democrat
5224,Wallace,Nathaniel,1845-10-27,M,rep,LA,Democrat
5225,Ward,James,1853-11-30,M,rep,IL,Democrat
5226,Ward,Thomas,1835-04-27,M,rep,IN,Democrat
5227,Warner,Adoniram,1834-01-13,M,rep,OH,Democrat
5229,Wellborn,Olin,1843-06-18,M,rep,TX,Democrat
5232,Willis,Albert,1843-01-22,M,rep,KY,Democrat
5233,Wilson,Ephraim,1821-12-22,M,sen,MD,Democrat
5234,Winans,Edwin,1826-05-16,M,rep,MI,Democrat
5235,Wolford,Frank,1817-09-02,M,rep,KY,Democrat
5236,Worthington,Nicholas,1836-03-30,M,rep,IL,Democrat
5241,Anderson,George,1853-03-11,M,rep,IL,Democrat
5242,Barry,Frederick,1845-01-12,M,rep,MS,Democrat
5243,Belmont,Perry,1851-12-28,M,rep,NY,Democrat
5244,Bliss,Archibald,1838-01-25,M,rep,NY,Democrat
5245,Blodgett,Rufus,1834-10-09,M,sen,NJ,Democrat
5250,Bryce,Lloyd,1851-09-04,M,rep,NY,Democrat
5252,Burnett,Edward,1849-03-16,M,rep,MA,Democrat
5254,Campbell,James,1843-07-07,M,rep,OH,Democrat
5255,Clardy,Martin,1844-04-26,M,rep,MO,Democrat
5256,Collins,Patrick,1844-03-12,M,rep,MA,Democrat
5259,Davidson,Alexander,1826-12-26,M,rep,AL,Democrat
5262,Dougherty,Charles,1850-10-15,M,rep,FL,Democrat
5264,Dunn,Poindexter,1834-11-03,M,rep,AR,Democrat
5267,Fisher,Spencer,1843-02-03,M,rep,MI,Democrat
5268,Foran,Martin,1844-11-11,M,rep,OH,Democrat
5269,French,Carlos,1835-08-06,M,rep,CT,Democrat
5272,Glass,Presley,1824-10-18,M,rep,TN,Democrat
5273,Glover,John,1852-06-23,M,rep,MO,Democrat
5274,Granger,Miles,1817-08-12,M,rep,CT,Democrat
5275,Greenman,Edward,1840-01-26,M,rep,NY,Democrat
5277,Hall,Norman,1829-11-17,M,rep,PA,Democrat
5279,Hearst,George,1820-09-03,M,sen,CA,Democrat
5283,Hogg,Charles,1852-12-21,M,rep,WV,Democrat
5288,Howard,Jonas,1825-05-22,M,rep,IN,Democrat
5289,Hudd,Thomas,1835-10-02,M,rep,WI,Democrat
5290,Hutton,John,1828-03-28,M,rep,MO,Democrat
5293,Johnston,Thomas,1840-04-01,M,rep,NC,Democrat
5294,Jones,James,1832-07-20,M,rep,AL,Democrat
5295,Kane,Nicholas,1846-09-12,M,rep,NY,Democrat
5296,Laffoon,Polk,1844-10-24,M,rep,KY,Democrat
5297,Landes,Silas,1842-05-15,M,rep,IL,Democrat
5298,Latham,Louis,1840-09-11,M,rep,NC,Democrat
5301,Lynch,John,1843-11-01,M,rep,PA,Democrat
5302,MacDonald,John,1838-02-22,M,rep,MN,Democrat
5304,Mahoney,Peter,1848-06-25,M,rep,NY,Democrat
5305,Matson,Courtland,1841-04-25,M,rep,IN,Democrat
5307,McShane,John,1850-08-25,M,rep,NE,Democrat
5308,Merriman,Truman,1839-09-05,M,rep,NY,Democrat
5310,Morse,Leopold,1831-08-15,M,rep,MA,Democrat
5311,Neal,John,1836-11-26,M,rep,TN,Democrat
5312,Newton,Cherubusco,1848-05-15,M,rep,LA,Democrat
5314,Norwood,Thomas,1830-04-26,M,rep,GA,Democrat
5319,Pidcock,James,1836-02-08,M,rep,NJ,Democrat
5322,Reagan,John,1818-10-08,M,sen,TX,Democrat
5323,Rice,Edmund,1819-02-14,M,rep,MN,Democrat
5324,Robertson,Edward,1823-06-13,M,rep,LA,Democrat
5326,Russell,John,1834-01-20,M,rep,MA,Democrat
5328,Scott,William,1828-07-02,M,rep,PA,Democrat
5330,Shaw,Frank,1841-10-07,M,rep,MD,Democrat
5332,Snyder,Charles,1847-06-09,M,rep,WV,Democrat
5333,Sowden,William,1840-06-06,M,rep,PA,Democrat
5335,Tarsney,Timothy,1849-02-04,M,rep,MI,Democrat
5336,Taulbee,William,1851-10-22,M,rep,KY,Democrat
5339,Thompson,Thomas,1838-05-31,M,rep,CA,Democrat
5340,Toole,Joseph,1851-05-12,M,rep,MT,Democrat
5341,Vance,Robert,1854-03-15,M,rep,CT,Democrat
5342,Voorhees,Charles,1853-06-04,M,rep,WA,Democrat
5349,Wilkins,Beriah,1846-07-10,M,rep,OH,Democrat
5350,Wilson,Thomas,1827-05-16,M,rep,MN,Democrat
5356,Anderson,Chapman,1845-03-15,M,rep,MS,Democrat
5361,Barbour,John,1820-12-29,M,sen,VA,Democrat
5362,Barnes,George,1833-08-14,M,rep,GA,Democrat
5364,Beck,James,1822-02-13,M,sen,KY,Democrat
5366,Biggs,Marion,1823-05-02,M,rep,CA,Democrat
5374,Buckalew,Charles,1821-12-28,M,rep,PA,Democrat
5375,Burnes,James,1827-08-22,M,rep,MO,Democrat
5376,Butler,Matthew,1836-03-08,M,sen,SC,Democrat
5378,Campbell,Felix,1829-02-28,M,rep,NY,Democrat
5379,Candler,Allen,1834-11-04,M,rep,GA,Democrat
5381,Carlton,Henry,1835-05-14,M,rep,GA,Democrat
5386,Clements,Judson,1846-02-12,M,rep,GA,Democrat
5387,Clunie,Thomas,1852-03-25,M,rep,CA,Democrat
5388,Coke,Richard,1829-03-13,M,sen,TX,Democrat
5390,Colquitt,Alfred,1824-04-20,M,sen,GA,Democrat
5395,Cothran,James,1830-08-08,M,rep,SC,Democrat
5396,Cox,Samuel,1824-09-30,M,rep,NY,Democrat
5400,Dargan,George,1841-05-11,M,rep,SC,Democrat
5402,Davidson,Robert,1832-09-23,M,rep,FL,Democrat
5405,Dibble,Samuel,1837-09-16,M,rep,SC,Democrat
5415,Fitzgerald,Frank,1857-05-04,M,rep,NY,Democrat
5418,Gay,Edward,1816-02-03,M,rep,LA,Democrat
5420,Gibson,Randall,1832-09-10,M,sen,LA,Democrat
5423,Grimes,Thomas,1844-12-18,M,rep,GA,Democrat
5425,Hare,Silas,1827-11-13,M,rep,TX,Democrat
5429,Jackson,James,1825-12-03,M,rep,WV,Democrat
5432,Kenna,John,1848-04-10,M,sen,WV,Democrat
5435,Kerr,James,1851-10-02,M,rep,PA,Democrat
5442,Lawler,Frank,1842-06-25,M,rep,IL,Democrat
5445,Maish,Levi,1837-11-22,M,rep,PA,Democrat
5448,Martin,William,1823-05-23,M,rep,TX,Democrat
5450,McAdoo,William,1853-10-25,M,rep,NJ,Democrat
5451,McCarthy,John,1850-11-16,M,rep,NY,Democrat
5452,McClammy,Charles,1839-05-29,M,rep,NC,Democrat
5456,McPherson,John,1833-05-09,M,sen,NJ,Democrat
5463,Morgan,James,1833-03-14,M,rep,MS,Democrat
5469,O’Neall,John,1838-10-30,M,rep,IN,Democrat
5473,Penington,John,1825-12-20,M,rep,DE,Democrat
5474,Perry,William,1839-06-09,M,rep,SC,Democrat
5476,Phelan,James,1856-12-07,M,rep,TN,Democrat
5478,Pindar,John,1835-11-18,M,rep,NY,Democrat
5481,Quinn,John,1839-08-09,M,rep,NY,Democrat
5482,Randall,Samuel,1828-10-10,M,rep,PA,Democrat
5483,Ransom,Matt,1826-10-08,M,sen,NC,Democrat
5487,Rogers,John,1845-10-09,M,rep,AR,Democrat
5489,Rowland,Alfred,1844-02-09,M,rep,NC,Democrat
5492,Seney,George,1832-05-29,M,rep,OH,Democrat
5494,Skinner,Thomas,1842-01-22,M,rep,NC,Democrat
5498,Stewart,John,1833-08-02,M,rep,GA,Democrat
5506,Townshend,Richard,1840-04-30,M,rep,IL,Democrat
5507,Turner,Charles,1861-05-26,M,rep,NY,Democrat
5511,Vaux,Richard,1816-12-19,M,rep,PA,Democrat
5512,Venable,Edward,1853-01-31,M,rep,VA,Democrat
5515,Walker,James,1851-03-14,M,rep,MO,Democrat
5521,Whitelaw,Robert,1854-01-30,M,rep,MO,Democrat
5522,Whitthorne,Washington,1825-04-19,M,rep,TN,Democrat
5525,Wiley,John,1846-08-11,M,rep,NY,Democrat
5526,Wilkinson,Theodore,1847-12-18,M,rep,LA,Democrat
5530,Yoder,Samuel,1841-08-16,M,rep,OH,Democrat
5532,Carlisle,John,1834-09-05,M,sen,KY,Democrat
5536,Amerman,Lemuel,1846-10-29,M,rep,PA,Democrat
5537,Andrew,John,1850-11-26,M,rep,MA,Democrat
5538,Antony,Edwin,1852-01-05,M,rep,TX,Democrat
5540,Babbitt,Clinton,1831-11-16,M,rep,WI,Democrat
5541,Bacon,Henry,1846-03-14,M,rep,NY,Democrat
5543,Beeman,Joseph,1833-11-17,M,rep,MS,Democrat
5545,Bentley,Henry,1838-09-30,M,rep,NY,Democrat
5547,Blount,James,1837-09-12,M,rep,GA,Democrat
5548,Boody,David,1837-08-13,M,rep,NY,Democrat
5549,Bowman,Thomas,1848-05-25,M,rep,IA,Democrat
5550,Brice,Calvin,1845-09-17,M,sen,OH,Democrat
5551,Brown,John,1836-05-13,M,rep,MD,Democrat
5552,Brunner,David,1835-03-07,M,rep,PA,Democrat
5554,Buchanan,John,1843-10-07,M,rep,VA,Democrat
5555,Bullock,Robert,1828-12-08,M,rep,FL,Democrat
5556,Bunting,Thomas,1844-04-24,M,rep,NY,Democrat
5557,Busey,Samuel,1835-11-16,M,rep,IL,Democrat
5558,Bushnell,Allen,1833-07-18,M,rep,WI,Democrat
5559,Butler,Walter,1852-02-13,M,rep,IA,Democrat
5560,Byrns,Samuel,1848-03-04,M,rep,MO,Democrat
5561,Cable,Benjamin,1853-08-11,M,rep,IL,Democrat
5562,Caine,John,1829-01-08,M,rep,UT,Democrat
5563,Call,Wilkinson,1834-01-09,M,sen,FL,Democrat
5565,Castle,James,1836-05-23,M,rep,MN,Democrat
5566,Cate,William,1839-11-11,M,rep,AR,Democrat
5567,Chapin,Alfred,1848-03-08,M,rep,NY,Democrat
5570,Coburn,Frank,1858-12-06,M,rep,WI,Democrat
5571,Coolidge,Frederick,1841-12-07,M,rep,MA,Democrat
5572,Cowles,William,1840-04-22,M,rep,NC,Democrat
5573,Cox,Isaac,1846-08-01,M,rep,NY,Democrat
5574,Craig,Alexander,1828-02-21,M,rep,PA,Democrat
5575,Crosby,John,1859-06-15,M,rep,MA,Democrat
5577,Daniell,Warren,1826-06-26,M,rep,NH,Democrat
5578,Dickerson,W.,1851-11-29,M,rep,KY,Democrat
5579,Dixon,William,1838-06-03,M,rep,MT,Democrat
5581,Dungan,James,1844-05-29,M,rep,OH,Democrat
5582,Everett,Robert,1839-03-03,M,rep,GA,Democrat
5585,Flower,Roswell,1835-08-07,M,rep,NY,Democrat
5586,Ford,Melbourne,1849-06-30,M,rep,MI,Democrat
5587,Forney,William,1823-11-09,M,rep,AL,Democrat
5588,Fowler,Samuel,1851-03-22,M,rep,NJ,Democrat
5590,Gantz,Martin,1862-01-28,M,rep,OH,Democrat
5591,Gibson,Charles,1842-01-19,M,sen,MD,Democrat
5592,Gillespie,Eugene,1852-09-24,M,rep,PA,Democrat
5593,Gordon,John,1832-02-06,M,sen,GA,Democrat
5594,Greenleaf,Halbert,1827-04-12,M,rep,NY,Democrat
5595,Hallowell,Edwin,1844-04-02,M,rep,PA,Democrat
5597,Hamilton,John,1843-10-16,M,rep,IA,Democrat
5598,Harries,William,1843-01-15,M,rep,MN,Democrat
5600,Haynes,William,1829-10-19,M,rep,OH,Democrat
5601,Hemphill,John,1849-08-25,M,rep,SC,Democrat
5602,Herbert,Hilary,1834-03-12,M,rep,AL,Democrat
5603,Hoar,Sherman,1860-07-30,M,rep,MA,Democrat
5605,Irby,John,1854-09-10,M,sen,SC,Democrat
5606,Johnstone,George,1846-04-18,M,rep,SC,Democrat
5608,Kendall,John,1834-06-26,M,rep,KY,Democrat
5609,Lagan,Matthew,1829-06-20,M,rep,LA,Democrat
5610,Lawson,John,1837-09-13,M,rep,VA,Democrat
5611,Lee,William,1837-05-31,M,rep,VA,Democrat
5612,Lester,Posey,1850-03-12,M,rep,VA,Democrat
5613,Lewis,Clarke,1840-11-08,M,rep,MS,Democrat
5614,Little,Joseph,1841-06-05,M,rep,NY,Democrat
5615,Long,John,1843-09-08,M,rep,TX,Democrat
5616,Mansur,Charles,1835-03-06,M,rep,MO,Democrat
5617,McClellan,Charles,1835-05-25,M,rep,IN,Democrat
5618,McDonald,Edward,1844-09-21,M,rep,NJ,Democrat
5620,McKinney,Luther,1841-04-25,M,rep,NH,Democrat
5621,Miller,Lucas,1824-09-15,M,rep,WI,Democrat
5622,Moore,Littleton,1835-03-25,M,rep,TX,Democrat
5623,Newberry,Walter,1835-12-23,M,rep,IL,Democrat
5624,Norton,Richard,1849-11-06,M,rep,MO,Democrat
5626,Ohliger,Lewis,1843-01-03,M,rep,OH,Democrat
5628,Owens,James,1837-10-24,M,rep,OH,Democrat
5629,Page,Henry,1841-06-28,M,rep,MD,Democrat
5630,Palmer,John,1817-09-13,M,sen,IL,Democrat
5631,Parrett,William,1825-08-10,M,rep,IN,Democrat
5632,Pattison,John,1847-06-13,M,rep,OH,Democrat
5633,Patton,David,1837-11-26,M,rep,IN,Democrat
5634,Peel,Samuel,1831-09-13,M,rep,AR,Democrat
5636,Pugh,James,1820-12-12,M,sen,AL,Democrat
5640,Rockwell,Hosea,1840-05-31,M,rep,NY,Democrat
5643,Scott,Owen,1848-07-06,M,rep,IL,Democrat
5645,Seerley,John,1852-03-13,M,rep,IA,Democrat
5647,Snow,Herman,1836-07-03,M,rep,IL,Democrat
5648,Spinola,Francis,1821-03-19,M,rep,NY,Democrat
5650,Stackhouse,Eli,1824-03-27,M,rep,SC,Democrat
5651,Stahlnecker,William,1849-06-20,M,rep,NY,Democrat
5653,Steward,Lewis,1824-11-21,M,rep,IL,Democrat
5655,Stewart,Charles,1836-05-30,M,rep,TX,Democrat
5656,Stout,Byron,1829-01-12,M,rep,MI,Democrat
5657,Stump,Herman,1837-08-08,M,rep,MD,Democrat
5662,Tillman,George,1826-08-21,M,rep,SC,Democrat
5664,Van Horn,George,1850-02-05,M,rep,NY,Democrat
5665,Vance,Zebulon,1830-05-13,M,sen,NC,Democrat
5666,Vilas,William,1840-07-09,M,sen,WI,Democrat
5667,Voorhees,Daniel,1827-09-26,M,sen,IN,Democrat
5668,Warwick,John,1830-12-23,M,rep,OH,Democrat
5669,Wheeler,Harrison,1839-03-22,M,rep,MI,Democrat
5670,White,Edward,1845-11-03,M,sen,LA,Democrat
5671,White,Frederick,1844-01-19,M,rep,IA,Democrat
5672,Wike,Scott,1834-04-06,M,rep,IL,Democrat
5673,Willcox,Washington,1834-08-22,M,rep,CT,Democrat
5674,Williams,Archibald,1842-10-22,M,rep,NC,Democrat
5675,Williams,George,1852-07-10,M,rep,MA,Democrat
5677,Wilson,Robert,1834-08-08,M,rep,MO,Democrat
5678,Winn,Thomas,1839-05-21,M,rep,GA,Democrat
5679,Youmans,Henry,1832-05-15,M,rep,MI,Democrat
5680,Hill,David,1843-08-29,M,sen,NY,Democrat
5681,Hunton,Eppa,1822-09-22,M,sen,VA,Democrat
5682,Mills,Roger,1832-03-30,M,sen,TX,Democrat
5685,Alderson,John,1854-11-29,M,rep,WV,Democrat
5686,Alexander,Sydenham,1840-12-08,M,rep,NC,Democrat
5687,Arnold,Marshall,1845-10-21,M,rep,MO,Democrat
5688,Baldwin,Melvin,1838-04-12,M,rep,MN,Democrat
5689,Barnes,Lyman,1855-06-30,M,rep,WI,Democrat
5690,Barwig,Charles,1837-03-19,M,rep,WI,Democrat
5691,Beckner,William,1841-06-19,M,rep,KY,Democrat
5692,Beltzhoover,Frank,1841-11-06,M,rep,PA,Democrat
5693,Black,John,1839-01-27,M,rep,IL,Democrat
5696,Bower,William,1850-06-06,M,rep,NC,Democrat
5697,Branch,William,1847-02-26,M,rep,NC,Democrat
5698,Bratton,Robert,1845-05-13,M,rep,MD,Democrat
5699,Brawley,William,1841-05-13,M,rep,SC,Democrat
5700,Breckinridge,Clifton,1846-11-22,M,rep,AR,Democrat
5701,Breckinridge,William,1837-08-28,M,rep,KY,Democrat
5702,Bretz,John,1852-09-21,M,rep,IN,Democrat
5703,Brickner,George,1834-01-21,M,rep,WI,Democrat
5704,Brookshire,Elijah,1856-08-15,M,rep,IN,Democrat
5705,Brown,Jason,1839-02-26,M,rep,IN,Democrat
5706,Bryan,William,1860-03-19,M,rep,NE,Democrat
5708,Bunn,Benjamin,1844-10-19,M,rep,NC,Democrat
5709,Burnes,Daniel,1851-01-04,M,rep,MO,Democrat
5710,Bynum,William,1846-06-26,M,rep,IN,Democrat
5711,Cabaniss,Thomas,1835-08-31,M,rep,GA,Democrat
5712,Cadmus,Cornelius,1844-10-07,M,rep,NJ,Democrat
5714,Camden,Johnson,1828-03-06,M,sen,WV,Democrat
5715,Caminetti,Anthony,1854-07-30,M,rep,CA,Democrat
5716,Campbell,Timothy,1840-01-08,M,rep,NY,Democrat
5718,Capehart,James,1847-03-07,M,rep,WV,Democrat
5719,Caruth,Asher,1844-02-07,M,rep,KY,Democrat
5720,Causey,John,1841-09-19,M,rep,DE,Democrat
5722,Chipman,John,1830-06-05,M,rep,MI,Democrat
5723,Clancy,John,1837-05-07,M,rep,NY,Democrat
5724,Coffeen,Henry,1841-02-14,M,rep,WY,Democrat
5725,Compton,Barnes,1830-11-16,M,rep,MD,Democrat
5726,Conn,Charles,1844-01-29,M,rep,IN,Democrat
5727,Coombs,William,1833-12-24,M,rep,NY,Democrat
5728,Cooper,George,1851-05-21,M,rep,IN,Democrat
5729,Cornish,Johnston,1858-06-13,M,rep,NJ,Democrat
5730,Covert,James,1842-09-02,M,rep,NY,Democrat
5732,De Forest,Robert,1845-02-20,M,rep,CT,Democrat
5733,Denson,William,1846-03-04,M,rep,AL,Democrat
5734,Donovan,Dennis,1859-01-31,M,rep,OH,Democrat
5735,Dunn,John,1838-06-04,M,rep,NJ,Democrat
5736,Dunphy,Edward,1856-05-12,M,rep,NY,Democrat
5737,Durborow,Allan,1857-11-10,M,rep,IL,Democrat
5738,Edmunds,Paul,1836-11-01,M,rep,VA,Democrat
5739,Ellis,William,1845-07-24,M,rep,KY,Democrat
5740,English,Thomas,1819-06-29,M,rep,NJ,Democrat
5741,English,Warren,1840-05-01,M,rep,CA,Democrat
5742,Enloe,Benjamin,1848-01-18,M,rep,TN,Democrat
5744,Epes,James,1842-05-23,M,rep,VA,Democrat
5745,Everett,William,1839-10-10,M,rep,MA,Democrat
